id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Time_of_Day,Email_Interaction,Device_Type,Payment_Method,Referral_Source,Socioeconomic_Status_Score,Engagement_Score,Purchase
1812,29.0,0.0,3.0,637.377,28.0,0.0,1.0,evening,0.0,Mobile,Cash,Email,7.44,0.304532999181626,0
1813,22.0,1.0,4.0,201.521,12.0,2.0,0.0,evening,0.0,Desktop,Credit,Direct,7.04,0.83926334547943,0
1814,30.0,1.0,4.0,836.689,1.0,4.0,2.0,afternoon,0.0,Desktop,PayPal,Direct,6.56,2.54319233594306,0
1815,,1.0,1.0,380.203,25.0,3.0,0.0,morning,0.0,Desktop,Credit,Ads,5.78,1.53145655859564,0
1816,,1.0,0.0,421.717,22.0,2.0,4.0,,0.0,Tablet,PayPal,Email,0.0,0.740805082597024,0
1817,26.0,0.0,6.0,298.422,15.0,3.0,1.0,morning,1.0,,Cash,Search_engine,0.57,4.04626862516717,1
1818,23.0,1.0,4.0,229.829,13.0,1.0,,afternoon,1.0,Mobile,PayPal,Social_media,4.01,0.0893181623730917,1
1819,43.0,0.0,3.0,136.663,2.0,1.0,6.0,evening,1.0,Desktop,,Search_engine,2.19,4.09555910233213,0
1820,19.0,0.0,,,45.0,2.0,1.0,evening,0.0,Mobile,Cash,Social_media,1.87,1.77444250187079,0
1821,41.0,0.0,4.0,531.99,15.0,1.0,3.0,afternoon,0.0,Mobile,PayPal,Direct,17.77,0.0815507488781144,0
1822,21.0,1.0,3.0,615.16,39.0,,4.0,evening,1.0,Desktop,Cash,Ads,2.75,0.694503452755425,0
1823,27.0,0.0,3.0,834.08,2.0,1.0,3.0,morning,1.0,Tablet,Credit,Social_media,0.0,3.59498015222235,0
1824,,,3.0,937.638,32.0,3.0,2.0,evening,1.0,Tablet,,Social_media,1.94,1.52427834165501,1
1825,18.0,0.0,,887.156,31.0,1.0,4.0,evening,1.0,Desktop,PayPal,Direct,3.36,2.38131506998427,0
1826,49.0,0.0,1.0,,14.0,2.0,2.0,evening,1.0,Mobile,Bank,Search_engine,4.98,4.45678048811769,0
1827,35.0,0.0,3.0,238.358,33.0,2.0,4.0,evening,1.0,Mobile,Cash,Email,2.56,2.99831117975757,1
1828,29.0,1.0,2.0,107.546,18.0,2.0,1.0,afternoon,0.0,Mobile,Cash,Search_engine,2.41,2.51462342936966,0
1829,27.0,0.0,3.0,785.46,28.0,1.0,,afternoon,0.0,Tablet,,Email,3.57,1.46710473846653,0
1830,19.0,1.0,5.0,147.15,4.0,1.0,1.0,afternoon,0.0,Desktop,,Social_media,0.52,1.3358039263666,0
1831,40.0,1.0,4.0,500.245,8.0,4.0,6.0,afternoon,0.0,Mobile,Bank,Search_engine,5.94,0.427823117199573,0
1832,26.0,1.0,4.0,601.514,23.0,0.0,0.0,evening,1.0,Desktop,Bank,Search_engine,3.48,1.62215153143804,0
1833,29.0,1.0,4.0,443.614,25.0,3.0,6.0,afternoon,0.0,Desktop,PayPal,Search_engine,2.69,2.39275489592621,0
1834,19.0,0.0,1.0,275.74,15.0,3.0,7.0,,1.0,Tablet,Cash,,7.65,4.94004395354102,0
1835,18.0,1.0,1.0,926.496,37.0,0.0,2.0,evening,0.0,Mobile,Bank,Search_engine,5.5,1.55151774990649,0
1836,65.0,0.0,2.0,183.004,9.0,4.0,2.0,afternoon,0.0,Desktop,Bank,Social_media,1.63,1.0485062957439,0
1837,19.0,1.0,2.0,537.322,17.0,4.0,1.0,evening,0.0,Desktop,Bank,Ads,2.72,3.61935999019905,0
1838,,0.0,6.0,833.996,36.0,1.0,2.0,morning,1.0,Desktop,Bank,Social_media,9.73,5.11941004153475,0
1839,18.0,0.0,3.0,916.944,43.0,0.0,1.0,afternoon,0.0,Tablet,PayPal,Social_media,0.0,2.22422950716737,0
1840,18.0,1.0,3.0,616.948,35.0,0.0,3.0,morning,0.0,Tablet,Cash,Direct,1.79,1.02565091328837,0
1841,31.0,0.0,2.0,112.842,12.0,,7.0,afternoon,0.0,Tablet,,Search_engine,0.69,1.19959362366307,0
1842,42.0,0.0,2.0,450.094,33.0,1.0,2.0,afternoon,0.0,Mobile,PayPal,Ads,4.89,3.76195662830451,0
1843,34.0,0.0,4.0,818.168,34.0,4.0,4.0,evening,1.0,Tablet,Cash,Ads,4.39,2.50843802879748,1
1844,24.0,0.0,1.0,337.86,17.0,1.0,11.0,evening,1.0,Mobile,Cash,,3.72,4.44194750329019,0
1845,31.0,1.0,4.0,997.523,43.0,3.0,4.0,evening,1.0,Mobile,Credit,,1.71,3.69569437410969,0
1846,38.0,1.0,3.0,171.935,9.0,1.0,3.0,afternoon,1.0,Tablet,PayPal,Social_media,5.61,3.89176616830461,0
1847,30.0,1.0,3.0,89.45,31.0,2.0,3.0,evening,0.0,Desktop,Cash,Social_media,2.81,3.27551603994672,0
1848,30.0,1.0,2.0,212.755,44.0,1.0,2.0,morning,1.0,Mobile,Bank,,4.02,3.45358388637716,1
1849,20.0,1.0,2.0,126.119,23.0,4.0,5.0,evening,0.0,Desktop,PayPal,Email,3.28,1.29062297252533,0
1850,19.0,0.0,1.0,379.37,39.0,1.0,1.0,afternoon,0.0,Mobile,PayPal,Email,10.9,1.67641561957978,0
1851,21.0,1.0,1.0,426.113,17.0,3.0,0.0,evening,0.0,Desktop,Cash,Direct,1.51,1.82443184510743,0
1852,36.0,0.0,3.0,980.854,29.0,,4.0,evening,1.0,Mobile,Bank,Direct,1.6,3.00481161330169,0
1853,,0.0,3.0,21.109,32.0,1.0,2.0,evening,0.0,Tablet,Credit,,6.44,1.99025307642265,0
1854,24.0,1.0,3.0,323.947,34.0,3.0,8.0,morning,1.0,Desktop,PayPal,Social_media,4.58,4.2139181044118,0
1855,,1.0,3.0,77.027,33.0,4.0,3.0,morning,0.0,Mobile,Cash,Search_engine,12.23,1.51652819636997,0
1856,26.0,0.0,6.0,500.725,6.0,4.0,1.0,evening,0.0,Tablet,Credit,Email,3.84,2.94612245106961,0
1857,35.0,1.0,2.0,489.293,49.0,4.0,1.0,evening,0.0,Desktop,PayPal,Ads,3.95,6.09517343172461,1
1858,20.0,1.0,1.0,763.483,32.0,2.0,4.0,afternoon,0.0,Desktop,Cash,Email,6.3,,0
1859,33.0,1.0,2.0,246.085,22.0,4.0,,afternoon,1.0,Desktop,Credit,,0.63,1.86094305551419,0
1860,23.0,1.0,4.0,598.305,40.0,0.0,4.0,evening,0.0,Tablet,Cash,Social_media,4.49,4.4699539260657,0
1861,,1.0,0.0,68.309,30.0,2.0,1.0,afternoon,0.0,Mobile,Credit,Social_media,3.81,3.79398533757105,0
1862,27.0,1.0,0.0,602.911,17.0,1.0,11.0,evening,1.0,Desktop,Cash,Social_media,16.92,3.51014207270483,0
1863,25.0,0.0,5.0,28.106,43.0,4.0,0.0,afternoon,0.0,Desktop,Bank,Direct,7.76,2.61609477720919,0
1864,,1.0,1.0,758.86,22.0,4.0,3.0,evening,1.0,Mobile,,Search_engine,1.91,2.14703487110975,0
1865,36.0,1.0,3.0,359.303,8.0,2.0,5.0,evening,0.0,Mobile,Bank,Ads,2.02,2.50233586479366,0
1866,65.0,1.0,1.0,175.02,18.0,0.0,0.0,evening,0.0,Tablet,Bank,Search_engine,10.97,1.86537563764483,0
1867,,1.0,3.0,786.077,7.0,2.0,5.0,evening,0.0,Desktop,Credit,Ads,2.68,4.75944032762508,0
1868,23.0,1.0,4.0,185.595,44.0,3.0,1.0,afternoon,1.0,Mobile,Bank,Email,2.06,1.96307625333252,0
1869,24.0,0.0,1.0,875.214,30.0,1.0,4.0,morning,0.0,Tablet,Credit,Search_engine,0.18,0.692125741860909,0
1870,33.0,1.0,6.0,600.836,50.0,1.0,1.0,morning,1.0,Mobile,Cash,Direct,5.73,1.88319910206765,0
1871,24.0,0.0,2.0,58.88,2.0,3.0,2.0,evening,0.0,Mobile,,Social_media,6.65,1.14624186966764,0
1872,37.0,1.0,3.0,657.227,31.0,2.0,4.0,morning,1.0,Tablet,Cash,Social_media,2.81,1.94883000312885,0
1873,26.0,1.0,2.0,193.209,28.0,0.0,3.0,evening,1.0,Mobile,Cash,Email,1.5,0.310229039702289,1
1874,41.0,0.0,4.0,48.472,13.0,0.0,4.0,morning,0.0,Desktop,,Ads,9.1,0.624818986991877,0
1875,22.0,1.0,1.0,284.66,30.0,1.0,1.0,morning,0.0,Mobile,PayPal,Social_media,1.33,0.831817341489577,0
1876,,1.0,6.0,425.966,41.0,,2.0,evening,1.0,Desktop,PayPal,Email,2.73,0.125419768637166,0
1877,,1.0,3.0,927.933,22.0,,3.0,morning,0.0,Tablet,Bank,Direct,1.39,1.19108757406564,0
1878,20.0,1.0,1.0,874.581,30.0,1.0,5.0,afternoon,0.0,Desktop,Credit,Direct,19.06,2.71329379083908,0
1879,29.0,1.0,,248.875,46.0,3.0,1.0,afternoon,0.0,Mobile,PayPal,Direct,5.41,0.620189001180536,0
1880,22.0,1.0,4.0,415.844,48.0,4.0,8.0,afternoon,0.0,Desktop,PayPal,Email,4.14,1.06623630155768,0
1881,24.0,0.0,0.0,122.78,49.0,4.0,10.0,evening,0.0,Desktop,Credit,Social_media,0.0,1.17319813451838,0
1882,27.0,0.0,2.0,968.171,27.0,4.0,0.0,evening,1.0,Mobile,Cash,Ads,6.54,0.399776981901129,1
1883,51.0,1.0,1.0,259.735,37.0,0.0,5.0,evening,1.0,Desktop,PayPal,Ads,2.18,1.05168639232173,0
1884,20.0,0.0,6.0,818.088,43.0,2.0,1.0,afternoon,0.0,Mobile,PayPal,Direct,10.04,2.45812595589013,0
1885,29.0,0.0,8.0,719.147,17.0,4.0,2.0,afternoon,0.0,Tablet,Cash,Email,1.64,3.80483103181197,0
1886,27.0,1.0,2.0,815.802,26.0,1.0,5.0,evening,0.0,Desktop,Bank,Direct,5.74,2.51336263031178,0
1887,30.0,1.0,2.0,54.177,31.0,2.0,1.0,evening,0.0,Desktop,PayPal,Social_media,3.61,3.15155876206146,1
1888,39.0,1.0,6.0,781.921,2.0,,1.0,morning,1.0,,Cash,Email,5.52,1.97826717014932,0
1889,23.0,1.0,1.0,387.82,6.0,1.0,1.0,evening,0.0,Mobile,Bank,Email,3.21,1.6573894465696,0
1890,22.0,0.0,7.0,931.437,18.0,2.0,6.0,morning,1.0,Mobile,Credit,,1.04,1.34726793245413,0
1891,65.0,1.0,3.0,301.464,31.0,2.0,3.0,afternoon,0.0,Mobile,Credit,,6.44,3.24068721594216,0
1892,39.0,1.0,1.0,206.711,10.0,0.0,8.0,afternoon,1.0,Mobile,Cash,Direct,8.83,1.96459483723582,0
1893,26.0,0.0,4.0,566.808,16.0,1.0,3.0,evening,0.0,Desktop,Cash,Email,6.54,1.4716768349431,0
1894,19.0,1.0,3.0,74.122,27.0,4.0,1.0,,0.0,Desktop,Credit,Direct,2.43,0.649670881687427,0
1895,27.0,1.0,5.0,623.868,4.0,1.0,3.0,evening,1.0,Mobile,,,10.35,0.163914954150768,1
1896,61.0,0.0,3.0,766.396,33.0,3.0,1.0,evening,0.0,Desktop,Cash,Social_media,1.48,0.239789527279837,0
1897,19.0,1.0,6.0,344.287,42.0,0.0,3.0,afternoon,1.0,Mobile,Cash,,7.58,0.0376120011569356,0
1898,,0.0,0.0,862.909,7.0,2.0,5.0,evening,0.0,Desktop,Cash,Email,,2.06746635410411,0
1899,65.0,1.0,2.0,614.806,43.0,,3.0,evening,0.0,Mobile,Credit,Search_engine,6.94,2.76447284962887,0
1900,,0.0,4.0,939.154,13.0,3.0,4.0,evening,0.0,Tablet,Cash,Social_media,3.24,3.302604561924,0
1901,,1.0,3.0,40.567,24.0,2.0,2.0,evening,0.0,Mobile,Credit,Email,7.59,5.03672037188006,0
1902,48.0,1.0,3.0,690.823,37.0,0.0,7.0,afternoon,1.0,Desktop,Bank,Social_media,0.41,2.46760396279341,0
1903,,1.0,6.0,868.565,25.0,3.0,8.0,evening,0.0,Mobile,,Direct,0.45,2.1968883958805,0
1904,53.0,1.0,4.0,503.93,11.0,1.0,1.0,evening,0.0,Tablet,Credit,Direct,3.77,1.55863192731894,0
1905,26.0,1.0,4.0,380.805,30.0,2.0,0.0,morning,0.0,Tablet,Credit,Email,4.08,2.02326023052732,0
1906,18.0,0.0,2.0,858.36,19.0,4.0,6.0,evening,1.0,Mobile,,Email,15.61,1.64419298105312,1
1907,22.0,0.0,1.0,242.227,0.0,4.0,1.0,morning,1.0,Tablet,PayPal,Ads,5.14,0.080861025356691,1
1908,19.0,1.0,4.0,334.841,47.0,4.0,0.0,afternoon,0.0,Mobile,PayPal,Search_engine,0.88,1.59683598868285,0
1909,33.0,1.0,6.0,356.89,44.0,2.0,3.0,morning,0.0,Mobile,Credit,Ads,,3.4991900086433,0
1910,43.0,1.0,3.0,424.265,42.0,1.0,6.0,evening,1.0,Desktop,Credit,Social_media,8.07,1.54529424201832,0
1911,,1.0,4.0,760.366,6.0,3.0,0.0,evening,0.0,Desktop,Cash,Direct,0.0,5.11905782076762,0
1912,,1.0,4.0,,33.0,3.0,17.0,evening,0.0,Tablet,Bank,Direct,0.15,2.22507460773584,0
1913,25.0,0.0,1.0,147.313,9.0,0.0,1.0,afternoon,1.0,Desktop,Cash,Direct,3.21,0.518178355029209,1
1914,32.0,1.0,5.0,385.888,46.0,0.0,2.0,evening,0.0,Mobile,Credit,Social_media,1.31,3.14647101013921,1
1915,65.0,1.0,5.0,290.162,48.0,0.0,0.0,evening,0.0,,Bank,Ads,4.66,2.66461592389057,0
1916,30.0,1.0,2.0,910.649,33.0,1.0,13.0,afternoon,0.0,Tablet,Bank,Ads,4.21,0.0463472898822964,0
1917,18.0,0.0,2.0,459.174,9.0,3.0,3.0,evening,0.0,Desktop,Credit,Search_engine,2.61,1.35024246565635,0
1918,22.0,0.0,0.0,947.861,13.0,1.0,4.0,evening,0.0,Desktop,PayPal,,6.11,2.63134509445244,0
1919,65.0,0.0,1.0,489.606,17.0,3.0,0.0,afternoon,0.0,Mobile,Credit,Email,2.5,3.49585921338274,0
1920,25.0,0.0,2.0,726.424,20.0,1.0,4.0,morning,1.0,Desktop,Credit,Social_media,0.0,5.00820359866221,0
1921,65.0,1.0,0.0,281.95,18.0,3.0,5.0,evening,0.0,Mobile,Cash,Email,9.09,1.50704966441995,0
1922,35.0,1.0,2.0,659.309,50.0,3.0,1.0,morning,1.0,Mobile,Cash,Email,14.44,1.62203277231833,0
1923,29.0,1.0,2.0,279.123,10.0,3.0,1.0,evening,0.0,Mobile,Cash,,4.12,3.41028412835493,0
1924,,1.0,3.0,933.878,41.0,4.0,3.0,afternoon,1.0,Tablet,,Direct,2.53,2.5384936285777,1
1925,21.0,1.0,5.0,366.994,17.0,3.0,6.0,afternoon,0.0,Mobile,Cash,Social_media,7.61,4.70025719851284,0
1926,24.0,0.0,3.0,245.527,49.0,1.0,5.0,evening,1.0,Desktop,Bank,,0.94,3.85423294320343,0
1927,20.0,1.0,4.0,626.184,22.0,3.0,6.0,morning,0.0,Mobile,Credit,Ads,2.08,2.02921941336207,0
1928,49.0,1.0,3.0,383.966,33.0,0.0,8.0,morning,1.0,Desktop,Cash,Direct,2.64,1.90333124488516,0
1929,19.0,1.0,1.0,391.311,15.0,4.0,2.0,morning,0.0,Mobile,PayPal,Ads,6.3,1.17847586821985,0
1930,18.0,1.0,7.0,167.132,4.0,1.0,5.0,morning,0.0,Desktop,Bank,Direct,0.0,0.111594596519724,0
1931,23.0,1.0,6.0,333.962,29.0,2.0,6.0,evening,0.0,Desktop,PayPal,Search_engine,2.61,1.31451210745363,0
1932,,0.0,4.0,900.254,26.0,4.0,0.0,afternoon,0.0,Desktop,Credit,Ads,,0.254046390275836,0
1933,34.0,1.0,5.0,873.705,26.0,4.0,3.0,evening,1.0,Mobile,Cash,Ads,1.86,2.72197317163664,1
1934,52.0,1.0,2.0,298.913,28.0,1.0,7.0,afternoon,0.0,Desktop,Credit,Ads,9.14,2.08777013647983,0
1935,22.0,1.0,2.0,973.622,43.0,2.0,1.0,evening,0.0,Tablet,Credit,,12.34,2.2056575280646,0
1936,65.0,0.0,5.0,950.34,29.0,4.0,4.0,morning,1.0,Mobile,,Direct,2.91,2.59474770176017,1
1937,,0.0,4.0,861.498,15.0,0.0,8.0,evening,1.0,Tablet,Credit,Search_engine,1.07,4.17450554053291,1
1938,22.0,1.0,5.0,294.07,24.0,3.0,1.0,morning,1.0,Desktop,PayPal,Email,8.06,0.297885522121243,0
1939,53.0,1.0,2.0,475.963,7.0,4.0,,morning,0.0,Mobile,Credit,Email,0.14,0.818096218384391,0
1940,36.0,1.0,2.0,48.064,13.0,2.0,7.0,afternoon,0.0,Mobile,,Social_media,3.04,0.30451042891403,0
1941,23.0,1.0,3.0,696.892,6.0,,6.0,morning,1.0,Desktop,Credit,Email,1.56,4.74559153942418,0
1942,31.0,0.0,2.0,330.765,17.0,0.0,0.0,morning,0.0,Desktop,Cash,,4.13,1.49575783274057,0
1943,25.0,0.0,0.0,628.622,34.0,3.0,10.0,evening,0.0,Mobile,Cash,Email,10.99,3.89381874225019,0
1944,18.0,1.0,3.0,847.747,10.0,2.0,3.0,evening,0.0,Mobile,PayPal,Ads,2.7,2.4406897199184,0
1945,22.0,0.0,2.0,10.135,5.0,0.0,5.0,afternoon,0.0,Desktop,Cash,,0.8,2.81917733466687,1
1946,18.0,1.0,1.0,220.416,22.0,4.0,5.0,evening,0.0,Desktop,PayPal,Direct,6.82,2.83091445556151,0
1947,49.0,1.0,1.0,384.098,9.0,3.0,5.0,afternoon,0.0,Desktop,PayPal,Ads,5.37,4.58147819806976,0
1948,65.0,1.0,3.0,360.796,26.0,3.0,5.0,evening,1.0,Tablet,Cash,Email,8.19,,0
1949,37.0,0.0,1.0,322.491,38.0,0.0,0.0,evening,0.0,Desktop,,Search_engine,7.61,2.90030345704588,0
1950,18.0,1.0,3.0,201.422,41.0,0.0,1.0,evening,1.0,Tablet,,Social_media,0.0,1.65786126695571,0
1951,37.0,0.0,3.0,831.995,2.0,3.0,,afternoon,0.0,Mobile,PayPal,,2.57,3.55663154551524,0
1952,,,1.0,814.105,46.0,1.0,4.0,morning,0.0,Desktop,Cash,Social_media,1.24,1.4923461571666,0
1953,,1.0,1.0,401.407,22.0,3.0,2.0,evening,1.0,Mobile,PayPal,Search_engine,0.67,0.839579715481354,0
1954,63.0,1.0,,557.78,48.0,4.0,7.0,,0.0,Mobile,PayPal,Direct,7.44,0.119894763639919,0
1955,21.0,1.0,3.0,552.659,29.0,0.0,2.0,evening,0.0,Tablet,Bank,,0.0,2.18324768463066,0
1956,25.0,1.0,4.0,351.739,29.0,4.0,1.0,evening,1.0,Tablet,PayPal,,2.87,2.82509774793325,0
1957,54.0,1.0,3.0,70.432,26.0,3.0,2.0,evening,0.0,Tablet,,Ads,9.71,2.45834359845857,1
1958,,0.0,4.0,527.389,41.0,3.0,3.0,morning,0.0,Tablet,PayPal,,1.38,2.37343232340728,0
1959,32.0,1.0,2.0,24.047,20.0,0.0,3.0,morning,0.0,Desktop,Cash,Search_engine,5.92,0.817793060808601,0
1960,29.0,1.0,2.0,957.685,25.0,0.0,1.0,evening,0.0,Mobile,Cash,Social_media,6.53,1.17566503003275,0
1961,25.0,,2.0,996.38,29.0,0.0,11.0,evening,0.0,Mobile,PayPal,Direct,3.58,4.4697989267202,0
1962,25.0,1.0,5.0,121.669,18.0,0.0,9.0,afternoon,1.0,Tablet,Credit,Search_engine,8.41,1.74212055012981,0
1963,19.0,1.0,6.0,743.301,16.0,2.0,2.0,evening,0.0,Mobile,PayPal,Social_media,7.74,2.26099567210746,0
1964,23.0,1.0,1.0,852.792,32.0,3.0,3.0,evening,0.0,Mobile,PayPal,Search_engine,2.31,1.30327813826586,0
1965,20.0,1.0,0.0,722.392,45.0,3.0,5.0,evening,1.0,Mobile,PayPal,Direct,5.71,2.46845236723131,0
1966,21.0,0.0,0.0,434.557,11.0,3.0,5.0,afternoon,1.0,Mobile,PayPal,Email,1.01,0.890376232508815,0
1967,,1.0,1.0,514.733,50.0,2.0,1.0,afternoon,0.0,Tablet,Bank,Search_engine,6.29,1.35994240514698,0
1968,30.0,1.0,2.0,710.019,6.0,4.0,9.0,evening,0.0,Mobile,Credit,Direct,0.24,2.91011762092406,0
1969,,1.0,3.0,265.24,3.0,3.0,4.0,evening,1.0,Mobile,Cash,Social_media,1.48,0.0,1
1970,36.0,1.0,2.0,157.597,33.0,2.0,3.0,morning,0.0,Tablet,Cash,Email,2.61,1.48858363715056,0
1971,24.0,1.0,2.0,,39.0,3.0,1.0,evening,1.0,Tablet,Cash,Direct,1.89,3.14630408802657,0
1972,32.0,1.0,3.0,582.932,49.0,3.0,8.0,evening,1.0,Desktop,Cash,Email,2.42,1.85201270649256,0
1973,20.0,1.0,6.0,465.771,32.0,2.0,1.0,evening,0.0,Desktop,Credit,Ads,14.07,0.999075247026347,0
1974,,1.0,4.0,86.501,36.0,4.0,3.0,evening,1.0,Desktop,Bank,Search_engine,5.49,2.91836031103777,1
1975,37.0,1.0,1.0,448.041,26.0,3.0,1.0,evening,,Mobile,Bank,Search_engine,0.9,4.06248390746866,1
1976,20.0,1.0,2.0,416.103,11.0,1.0,3.0,afternoon,0.0,Tablet,PayPal,Ads,3.38,0.383663243647739,0
1977,37.0,0.0,4.0,45.057,47.0,1.0,4.0,evening,0.0,Desktop,,Social_media,2.19,3.62327789548512,0
1978,22.0,1.0,0.0,157.858,49.0,2.0,3.0,afternoon,1.0,Desktop,BaNk,Direct,0.0,1.5350583991701,0
1979,23.0,1.0,4.0,295.306,37.0,2.0,6.0,evening,1.0,Mobile,Cash,Social_media,6.41,0.27485841126466,0
1980,42.0,1.0,5.0,116.179,3.0,3.0,2.0,evening,,Desktop,Cash,Ads,8.34,2.08635186886815,0
1981,21.0,0.0,4.0,126.861,23.0,0.0,2.0,evening,0.0,Mobile,PayPal,Search_engine,6.52,3.78387387697943,0
1982,33.0,0.0,2.0,404.324,9.0,3.0,7.0,,1.0,Desktop,Bank,Social_media,12.85,4.38704132578558,0
1983,21.0,1.0,2.0,152.588,18.0,2.0,5.0,evening,1.0,Mobile,Bank,Search_engine,0.89,0.21734888014217,0
1984,22.0,0.0,0.0,421.654,20.0,3.0,9.0,afternoon,1.0,,Bank,Ads,7.86,0.312240401224608,0
1985,33.0,1.0,1.0,648.602,12.0,1.0,0.0,afternoon,1.0,Tablet,Cash,Ads,12.66,2.05642549970492,0
1986,65.0,1.0,0.0,207.386,4.0,2.0,6.0,morning,0.0,Mobile,Cash,Search_engine,11.4,0.831817341489577,0
1987,23.0,0.0,8.0,784.66,16.0,1.0,6.0,evening,1.0,Mobile,,Ads,2.12,1.1845889138136,1
1988,20.0,0.0,1.0,635.601,47.0,0.0,1.0,afternoon,0.0,Desktop,Cash,Social_media,4.97,2.23267188401177,0
1989,38.0,1.0,2.0,626.967,11.0,3.0,4.0,morning,1.0,Mobile,Cash,Ads,5.26,3.26236316163174,0
1990,45.0,0.0,5.0,,34.0,3.0,2.0,afternoon,0.0,Mobile,PayPal,Ads,2.14,3.58321316333972,0
1991,24.0,0.0,3.0,924.69,10.0,1.0,2.0,morning,1.0,Mobile,Bank,Social_media,9.88,2.4406897199184,1
1992,30.0,1.0,3.0,222.553,29.0,0.0,14.0,morning,1.0,Desktop,PayPal,Search_engine,1.87,,0
1993,33.0,1.0,1.0,795.473,17.0,4.0,2.0,morning,0.0,Desktop,PayPal,,1.41,2.86728931857339,0
1994,21.0,0.0,1.0,596.08,36.0,2.0,2.0,morning,0.0,Tablet,PayPal,,4.79,1.18248585873266,0
1995,65.0,0.0,1.0,354.881,49.0,2.0,3.0,afternoon,0.0,Desktop,PayPal,Direct,3.38,0.184998912531371,0
1996,18.0,0.0,1.0,926.39,31.0,3.0,5.0,morning,0.0,Mobile,PayPal,Ads,6.57,2.77862281877428,0
1997,27.0,1.0,1.0,457.674,13.0,2.0,1.0,evening,0.0,Desktop,Bank,Direct,13.15,0.07454719949364,0
1998,28.0,0.0,1.0,510.668,21.0,1.0,2.0,evening,1.0,Tablet,PayPal,Social_media,7.61,3.13479152763465,1
1999,24.0,0.0,5.0,999.712,11.0,2.0,2.0,evening,1.0,Desktop,Bank,,1.42,3.81480053299781,0
2000,,1.0,1.0,401.255,17.0,2.0,3.0,evening,0.0,Mobile,Bank,Email,8.35,5.05045821856338,0
2001,31.0,1.0,2.0,580.1,45.0,0.0,0.0,evening,0.0,Mobile,,,1.67,3.41313413902984,0
2002,37.0,0.0,4.0,777.36,11.0,1.0,5.0,evening,0.0,Desktop,Credit,Email,14.11,3.19759649140707,0
2003,19.0,1.0,3.0,416.022,38.0,3.0,7.0,evening,0.0,Desktop,Cash,Direct,4.35,1.36518636744404,0
2004,20.0,1.0,2.0,,24.0,3.0,2.0,evening,0.0,Desktop,Credit,Email,13.52,1.01132292708009,1
2005,23.0,1.0,,256.502,50.0,2.0,2.0,morning,1.0,Mobile,Credit,Ads,1.13,2.54181904486197,0
2006,49.0,0.0,5.0,721.369,2.0,2.0,2.0,afternoon,1.0,Mobile,Bank,Email,3.76,1.12701077821523,0
2007,,1.0,3.0,522.987,4.0,1.0,8.0,afternoon,0.0,Mobile,,,5.27,4.58491809197167,0
2008,,0.0,6.0,16.95,20.0,1.0,3.0,evening,1.0,Mobile,Credit,Direct,1.36,0.743347534567495,0
2009,22.0,1.0,4.0,853.66,20.0,1.0,1.0,morning,0.0,Mobile,Bank,Email,2.99,1.21626551811903,0
2010,32.0,0.0,2.0,313.693,13.0,2.0,5.0,morning,0.0,Tablet,Credit,Social_media,,4.78514588413464,0
2011,,1.0,2.0,411.585,46.0,0.0,3.0,morning,0.0,Desktop,,Search_engine,3.72,0.398898404656427,0
2012,39.0,1.0,5.0,524.507,12.0,4.0,3.0,morning,0.0,Mobile,Credit,Ads,6.61,0.804050729449536,0
2013,32.0,0.0,3.0,726.866,19.0,3.0,5.0,afternoon,,Desktop,Cash,Ads,8.27,0.58636311755981,0
2014,19.0,1.0,4.0,187.646,21.0,3.0,4.0,morning,0.0,Tablet,Cash,Search_engine,4.89,4.15227900673968,0
2015,24.0,1.0,3.0,466.56,31.0,3.0,5.0,afternoon,0.0,Mobile,Bank,,5.91,1.00022905110592,0
2016,29.0,0.0,5.0,204.451,3.0,3.0,3.0,evening,0.0,Desktop,,Email,6.8,2.49381108371031,0
2017,25.0,1.0,4.0,644.701,6.0,0.0,2.0,morning,0.0,Desktop,PayPal,Email,2.63,3.74162189595775,0
2018,44.0,0.0,4.0,78.69,4.0,1.0,5.0,morning,0.0,Mobile,,,0.46,0.0,0
2019,26.0,,0.0,929.848,2.0,2.0,10.0,evening,1.0,Desktop,Cash,Ads,1.45,1.19374151199707,0
2020,37.0,0.0,2.0,524.808,17.0,4.0,11.0,afternoon,0.0,Mobile,PayPal,Ads,10.7,4.61614357051231,0
2021,,1.0,2.0,428.847,20.0,1.0,10.0,evening,0.0,Desktop,Credit,Ads,2.63,2.08055270952353,0
2022,43.0,1.0,4.0,393.159,22.0,3.0,0.0,evening,0.0,Mobile,PayPal,,6.67,3.64853326915225,1
2023,21.0,1.0,2.0,710.297,16.0,1.0,0.0,evening,0.0,Desktop,Cash,Search_engine,5.59,4.87608645285731,0
2024,,1.0,5.0,847.643,2.0,4.0,1.0,morning,1.0,Tablet,Cash,,3.18,1.57580785599808,0
2025,33.0,0.0,3.0,758.495,3.0,1.0,2.0,evening,0.0,Desktop,PayPal,,2.51,3.38372584909778,0
2026,40.0,1.0,1.0,992.827,26.0,3.0,0.0,morning,0.0,Desktop,Cash,Email,1.32,0.331450778111323,0
2027,55.0,0.0,0.0,279.622,45.0,0.0,5.0,evening,0.0,Mobile,Credit,Email,8.56,3.36867774435201,0
